TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;13,81;;-7,48;1,46;0,61;29,80;3,29;-18,37;41,81;56,94;15,01;0,52;1,37;-10,51;-0,77;0,78;-19,51;-8,11;1,34;0,42;0,58;0,44;1,84;;299.325,20;9,47;-1,85;0,31;1.638.355.501,60
ABCB4;20,68;7,38;6,94;0,79;0,07;17,76;12,53;10,94;6,06;6,07;;;0,76;1,55;-0,08;2,58;11,43;1,05;;0,09;0,91;0,10;20,08;11,85;13.320.227,35;26,07;2,98;-0,56;5.066.843.508,47
ABEV3;12,39;5,88;14,02;1,99;1,33;50,98;23,92;16,92;9,92;9,08;-0,89;-0,18;2,37;27,94;-1,87;1,20;14,21;9,47;16,38;0,67;0,33;0,56;9,68;4,87;320.498.927,85;6,23;0,88;-1,86;196.497.986.979,92
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;5,66;;-2,00;0,34;0,10;10,95;3,55;-10,06;5,68;14,92;9,24;0,55;0,20;0,86;-0,27;1,22;-16,91;-4,90;1,18;0,29;0,71;0,49;34,34;;1.544.190,80;16,70;-2,83;-0,02;350.979.107,40
AESB3;8,12;0,92;-16,72;1,17;0,23;27,76;21,64;-7,77;6,00;18,58;12,58;2,46;1,30;-6,33;-0,29;0,84;-7,01;-1,40;4,33;0,20;0,75;0,18;;;50.874.704,50;6,93;-0,49;0,06;4.904.883.417,84
AFLT3;7,21;1,76;20,13;1,84;1,45;58,08;53,92;41,22;15,39;14,67;-0,72;-0,09;8,30;15,92;-1,92;1,59;9,13;7,19;8,69;0,79;0,21;0,17;14,85;-0,02;1.818,35;3,92;0,36;-1,11;454.840.687,00
AGRO3;24,00;6,48;8,38;1,13;0,68;34,91;24,45;23,93;8,20;11,02;2,83;0,39;2,00;4,31;-0,98;2,09;13,50;8,16;8,56;0,60;0,40;0,34;13,78;10,70;6.284.589,05;21,23;2,87;0,57;2.464.402.656,00
AGXY3;0,40;;-0,20;0,14;0,02;9,19;-0,76;-6,90;-1,80;-20,30;-18,54;1,49;0,01;-0,23;-0,05;0,91;-72,76;-7,88;-11,71;0,11;0,89;1,14;;;90.350,60;2,77;-2,02;0,00;99.271.994,64
AHEB3;38,00;;2,27;2,03;0,63;28,07;22,41;20,02;2,03;1,59;-0,43;-0,43;0,45;1,60;-1,58;2,89;89,31;27,74;92,71;0,31;0,69;1,39;50,82;;1.520,00;18,75;16,75;0,05;324.327.929,50
AHEB5;41,00;;2,45;2,19;0,68;28,07;22,41;20,02;2,19;1,59;-0,43;-0,43;0,49;1,73;-1,70;2,89;89,31;27,74;92,71;0,31;0,69;1,39;50,82;;0,00;18,75;16,75;0,05;324.327.929,50
AHEB6;35,50;;2,12;1,89;0,59;28,07;22,41;20,02;1,89;1,59;-0,43;-0,43;0,42;1,50;-1,47;2,89;89,31;27,74;92,71;0,31;0,69;1,39;50,82;;0,00;18,75;16,75;0,05;324.327.929,50
ALLD3;8,50;18,37;5,11;0,50;0,22;11,78;3,98;2,80;3,59;4,41;0,81;0,11;0,14;0,72;-0,71;1,78;9,75;4,28;9,30;0,44;0,56;1,53;16,54;20,06;491.393,85;16,97;1,65;0,05;797.620.082,56
ALOS3;21,62;6,51;15,33;0,84;0,43;72,96;43,47;28,02;9,88;6,91;-3,00;-0,25;4,30;4,95;-0,51;2,06;5,46;2,78;7,28;0,51;0,46;0,10;48,62;32,24;82.870.307,25;25,79;1,41;-0,20;11.770.872.187,12
ALPA3;6,50;;-2,96;1,12;0,67;44,20;-38,16;-37,55;-2,91;-2,95;0,03;-0,01;1,11;1,99;-1,41;2,78;-37,92;-22,66;-29,69;0,60;0,40;0,60;-0,89;;63.240,80;5,79;-2,20;-0,01;4.536.381.731,32
ALPA4;6,81;;-3,11;1,18;0,70;44,20;-38,16;-37,55;-3,06;-2,95;0,03;-0,01;1,17;2,10;-1,49;2,78;-37,92;-22,66;-29,69;0,60;0,40;0,60;-0,89;;20.735.350,40;5,79;-2,20;-0,01;4.536.381.731,32
ALPK3;2,89;;-29,30;1,76;0,24;32,19;13,57;-1,41;3,04;9,05;6,04;3,49;0,41;-3,01;-0,30;0,71;-6,00;-0,81;10,67;0,14;0,86;0,58;6,73;;568.583,60;1,64;-0,10;0,37;620.688.711,50
ALUP11;28,53;4,94;9,07;1,11;0,30;74,61;72,56;26,53;3,32;6,55;3,23;1,09;2,41;3,10;-0,38;1,89;12,29;3,32;10,62;0,27;0,61;0,13;11,95;20,85;19.933.856,10;25,60;3,15;0,27;9.045.721.910,43
ALUP3;9,73;4,01;9,28;1,14;0,31;74,61;72,56;26,53;3,39;6,55;3,23;1,09;2,46;3,18;-0,39;1,89;12,29;3,32;10,62;0,27;0,61;0,13;11,95;20,85;58.926,10;8,53;1,05;0,27;9.045.721.910,43
ALUP4;9,40;4,15;8,97;1,10;0,30;74,61;72,56;26,53;3,28;6,55;3,23;1,09;2,38;3,07;-0,38;1,89;12,29;3,32;10,62;0,27;0,61;0,13;11,95;20,85;134.115,40;8,53;1,05;0,26;9.045.721.910,43
AMAR3;0,92;;-1,09;1,70;0,24;63,30;-13,66;-37,76;-3,01;-7,11;-4,10;2,31;0,41;-1,40;-0,33;0,63;-155,67;-21,57;-20,86;0,14;0,86;0,57;-9,85;;201.795,95;0,54;-0,84;0,04;472.379.559,56
AMBP3;164,60;;-97,12;15,65;1,95;21,49;19,61;-4,63;22,91;26,56;4,04;2,76;4,49;7,07;-3,32;3,01;-16,11;-2,01;9,27;0,12;0,80;0,43;66,18;;23.729.387,40;10,57;-1,70;-0,78;27.157.667.062,02
AMER3;10,75;;0,19;-0,07;0,08;33,32;-4,37;77,71;-3,32;-41,39;-37,85;;0,15;-0,05;-0,14;0,22;-37,61;44,09;68,17;-1,17;2,17;0,57;18,16;;36.421.333,85;-151,61;57,03;0,00;2.270.755.449,90
ANIM3;2,34;20,14;-18,50;0,41;0,09;48,13;18,87;-1,34;1,31;6,78;5,47;1,73;0,25;0,92;-0,12;1,76;-2,24;-0,51;8,59;0,23;0,72;0,38;27,79;;22.982.215,85;5,64;-0,13;0,41;945.053.003,70
APER3;46,75;;-32,82;2,02;1,01;100,00;6,60;-8,16;40,57;43,31;2,74;0,14;2,68;115,28;-1,38;1,03;-6,15;-3,09;2,91;0,50;0,50;0,38;29,52;;12.791,50;23,16;-1,42;0,16;953.269.946,75
APTI3;197,64;22,22;0,07;0,01;0,01;99,66;155,93;137,87;0,06;0,39;-0,24;-0,05;0,10;0,02;-0,01;10,08;19,78;10,40;16,51;0,53;0,47;0,08;1,52;;;14.146,65;2.797,53;0,00;37.417.457,40
APTI4;2.930,92;1,65;1,05;0,21;0,11;99,66;155,93;137,87;0,93;0,39;-0,24;-0,05;1,44;0,28;-0,19;10,08;19,78;10,40;16,51;0,53;0,47;0,08;1,52;;0,00;14.146,65;2.797,53;0,00;37.417.457,40
ARML3;8,15;3,91;13,68;2,19;0,58;42,52;32,38;12,19;5,15;8,21;3,06;1,30;1,67;3,26;-0,91;1,93;16,00;4,21;11,90;0,26;0,74;0,35;;;5.990.762,35;3,72;0,60;0,61;2.816.997.008,61
ASAI3;7,09;;15,03;1,91;0,22;16,48;5,12;0,88;2,59;6,00;3,41;2,52;0,13;-3,90;-0,34;0,86;12,73;1,45;16,71;0,11;0,89;1,64;;;141.711.989,70;3,69;0,47;-0,67;9.559.664.301,60
ATMP3;1,34;;0,15;0,09;0,03;17,92;-33,72;65,56;-0,30;-1,74;-1,45;0,44;0,10;-0,63;-0,04;0,85;59,49;18,12;-18,91;0,30;0,70;0,28;-25,72;;8.385,50;14,78;8,79;0,00;34.723.462,80
ATOM3;4,30;;5,30;2,68;2,00;93,46;3,10;62,27;106,57;92,60;-7,50;-0,19;3,30;6,30;-3,10;9,35;50,50;37,76;-43,21;0,75;0,20;0,61;31,18;22,10;650.698,10;1,60;0,81;0,00;95.695.689,96
AURA33;22,02;4,64;-17,38;3,81;0,92;38,70;30,45;-9,71;5,54;6,42;0,91;0,63;1,69;23,47;-1,42;1,13;-21,94;-5,29;21,37;0,24;0,76;0,55;29,52;;5.706.746,20;5,78;-1,27;0,08;4.756.583.092,50
AURE3;9,93;19,15;14,41;0,83;0,33;19,16;23,40;10,96;6,75;8,76;2,00;0,25;1,58;2,24;-0,48;1,93;5,74;2,30;5,47;0,40;0,60;0,21;;;58.577.808,00;11,98;0,69;-0,22;10.440.757.061,56
AVLL3;2,84;;-3,23;-7,36;0,39;38,44;10,62;-27,90;8,49;12,93;4,44;;0,90;-3,24;-0,64;0,76;-227,83;-12,08;2,59;-0,05;1,04;0,43;55,58;;17.054,10;-0,39;-0,88;0,05;554.737.373,24
AZEV3;1,13;;-1,46;0,81;0,33;6,77;-107,84;-81,56;-1,10;-1,26;-0,16;0,12;1,19;-1,23;-0,42;0,46;-55,49;-22,53;-100,37;0,41;0,59;0,28;54,36;;510.317,65;1,41;-0,78;-0,01;225.247.436,94
AZEV4;1,12;;-1,43;0,79;0,32;6,77;-107,84;-81,56;-1,08;-1,26;-0,16;0,12;1,17;-1,21;-0,42;0,46;-55,49;-22,53;-100,37;0,41;0,59;0,28;54,36;;2.087.818,90;1,41;-0,78;-0,01;225.247.436,94
AZUL4;5,10;;-92,11;-0,25;0,28;24,34;14,77;-0,37;2,32;11,05;10,41;;0,34;-0,52;-0,36;0,28;-0,27;-0,31;64,21;-1,15;2,15;0,83;15,18;;117.078.545,75;-20,69;-0,06;0,98;1.785.942.793,45
AZZA3;41,73;1,30;16,24;2,81;1,44;41,19;11,72;8,29;11,48;12,42;0,87;0,21;1,35;10,05;-2,73;1,43;17,29;8,84;16,37;0,51;0,49;1,07;25,49;28,00;57.572.270,80;14,87;2,57;0,43;8.666.377.451,61
B3SA3;10,01;4,02;12,58;2,83;1,18;89,98;55,08;41,48;9,48;9,21;-0,35;-0,10;5,22;7,12;-1,83;1,86;22,53;9,36;13,14;0,42;0,58;0,23;15,48;15,62;392.919.344,25;3,53;0,79;5,68;54.753.385.000,00
BAHI3;4,70;;861,36;1,33;0,23;42,59;19,28;0,04;1,79;3,26;1,49;1,10;0,35;-0,92;-0,24;0,21;0,15;0,03;29,88;0,17;0,83;0,66;53,65;;26.144,00;3,53;0,01;-8,60;122.716.206,30
BALM3;12,88;;6,37;0,80;0,48;61,39;11,71;11,11;6,04;3,38;-2,21;-0,29;0,71;1,05;-1,69;2,74;12,56;7,53;7,08;0,60;0,40;0,68;7,24;48,42;909,10;16,11;2,02;0,01;116.865.000,00
BALM4;10,50;;5,19;0,65;0,39;61,39;11,71;11,11;4,92;3,38;-2,21;-0,29;0,58;0,86;-1,38;2,74;12,56;7,53;7,08;0,60;0,40;0,68;7,24;48,42;3.832,50;16,11;2,02;0,01;116.865.000,00
BAUH3;0,00;;0,00;0,00;0,00;25,85;8,37;10,42;0,00;;-1,68;-0,30;0,00;0,00;0,00;1,40;21,97;14,44;15,48;0,66;0,34;1,39;5,05;19,99;;21,79;4,79;0,00;
BAUH4;78,75;;16,45;3,61;2,38;25,85;8,37;10,42;20,48;;-1,68;-0,30;1,71;18,50;-4,30;1,40;21,97;14,44;15,48;0,66;0,34;1,39;5,05;19,99;28.687,55;21,79;4,79;-0,02;
BAZA3;90,00;7,36;3,87;0,78;0,10;14,51;31,41;28,37;3,49;3,49;;;1,10;2,51;-0,10;;20,19;2,55;;0,13;0,87;0,09;25,91;64,26;115.936,75;115,26;23,27;0,42;5.045.248.350,00
BBAS3;25,60;9,85;4,59;0,82;0,06;37,76;12,73;12,13;4,37;4,38;;;0,56;1,81;-0,07;17,90;17,87;1,37;;0,08;0,92;0,11;17,16;18,25;434.051.766,70;31,21;5,58;-1,15;146.938.584.785,60
BBDC3;12,14;11,30;8,72;0,77;0,06;31,34;5,89;7,03;10,39;11,12;;;0,61;0,66;-0,07;12,95;8,87;0,73;;0,08;0,92;0,10;14,80;-2,22;81.981.714,60;15,70;1,39;1,24;138.173.552.516,37
BBDC4;13,78;10,95;9,90;0,88;0,07;31,34;5,89;7,03;11,80;11,12;;;0,70;0,75;-0,08;12,95;8,87;0,73;;0,08;0,92;0,10;14,80;-2,22;527.082.818,20;15,70;1,39;1,41;138.173.552.516,37
BBML3;3.936,42;;-2.560,51;-7.089,59;141,45;5,41;1,44;-4,01;7.141,34;7.161,60;20,26;;102,60;-774,57;-213,54;0,65;-276,88;-5,52;-17,06;-0,02;1,02;1,38;25,94;;;-0,56;-1,54;12,66;160.451.699.191,56
BBSE3;33,57;7,90;7,89;5,48;3,50;;;;7,00;7,01;;;;16,72;-5,71;2,17;69,51;44,32;;0,64;0,36;0,00;;19,19;144.869.447,75;6,13;4,26;0,70;67.280.000.000,00
BDLL3;12,00;;0,19;-0,08;0,03;-83,76;-337,81;670,81;-0,38;-3,62;-3,30;;1,28;-0,08;-0,06;0,52;-43,36;18,26;130,73;-0,42;1,42;0,03;-22,74;;0,00;-144,82;62,79;0,00;16.221.576,00
BDLL4;9,00;;0,14;-0,06;0,03;-83,76;-337,81;670,81;-0,28;-3,62;-3,30;;0,96;-0,06;-0,05;0,52;-43,36;18,26;130,73;-0,42;1,42;0,03;-22,74;;269,50;-144,82;62,79;0,00;16.221.576,00
BEEF3;5,62;;2.575,80;4,59;0,09;21,13;7,53;0,00;1,54;5,53;3,99;11,92;0,12;0,29;-0,30;1,92;0,18;0,00;8,03;0,02;0,96;0,82;10,65;;46.989.819,05;1,23;0,00;-25,85;3.419.005.581,41
BEES3;8,44;7,78;7,03;1,17;0,07;30,78;11,08;7,91;5,02;5,07;;;0,56;0,28;-0,10;;16,68;1,01;;0,06;0,94;0,13;18,84;19,80;92.590,10;7,20;1,20;0,68;2.693.237.587,80
BEES4;8,64;5,39;7,31;1,22;0,07;30,78;11,08;7,91;5,22;5,07;;;0,58;0,29;-0,10;;16,68;1,01;;0,06;0,94;0,13;18,84;19,80;31.475,15;7,20;1,20;0,71;2.693.237.587,80
BFRE11;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BFRE12;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BGIP3;26,00;8,44;3,27;0,68;0,05;39,62;17,00;11,80;2,27;2,26;;;0,39;-0,38;-0,09;0,80;20,62;1,45;;0,07;0,93;0,12;13,80;18,70;2.813,65;38,51;7,94;0,02;480.027.345,21
BGIP4;25,73;9,38;3,24;0,67;0,05;39,62;17,00;11,80;2,25;2,26;;;0,38;-0,37;-0,09;0,80;20,62;1,45;;0,07;0,93;0,12;13,80;18,70;15.677,95;38,51;7,94;0,02;480.027.345,21
BHIA3;3,71;;-0,22;0,11;0,01;30,06;-1,82;-5,98;-0,73;-15,11;-14,38;2,15;0,01;-0,09;-0,02;0,76;-49,14;-5,11;-11,40;0,10;0,90;0,85;1,39;;9.310.672,45;34,10;-16,75;0,02;353.723.628,84
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;9,67;-0,04;0,13;8.991.139.764,53
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIOM3;9,27;;-15,72;3,86;2,33;19,60;-61,57;-60,85;-15,54;-14,83;0,71;-0,18;9,57;5,48;-5,40;3,97;-24,55;-14,84;-17,30;0,60;0,40;0,24;137,44;;561.185,45;2,40;-0,59;1,71;1.175.820.528,87
BLAU3;14,91;2,45;14,29;1,27;0,82;35,38;15,77;11,10;10,05;10,47;0,44;0,06;1,59;2,37;-1,61;3,48;8,92;5,77;8,01;0,65;0,36;0,52;11,91;8,70;5.462.567,25;11,69;1,04;-0,35;2.665.793.933,54
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-0,76;-0,14;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,20;14.115.600,06
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,22;-0,04;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,06;14.115.600,06
BMEB3;36,00;4,70;5,60;1,96;0,16;59,07;16,09;12,21;4,25;4,43;;;0,68;0,96;-0,19;;35,01;2,80;;0,08;0,92;0,23;15,64;63,94;9.431,00;18,34;6,42;0,04;3.933.433.740,72
BMEB4;39,99;4,67;6,20;2,17;0,17;59,07;16,09;12,21;4,70;4,43;;;0,76;1,06;-0,21;;35,01;2,80;;0,08;0,92;0,23;15,64;63,94;1.441.412,05;18,34;6,42;0,05;3.933.433.740,72
BMGB4;4,05;14,51;6,40;0,54;0,05;45,26;3,90;4,63;7,59;7,59;;;0,30;;-0,05;;8,51;0,80;;0,09;0,91;0,17;20,44;10,97;2.582.025,75;7,44;0,63;0,09;2.362.091.264,55
BMIN3;20,70;6,15;12,12;0,71;0,24;53,25;33,14;23,18;8,48;8,20;;;2,81;43,18;-0,24;;5,85;2,00;;0,34;0,66;0,09;19,32;14,83;418,45;29,17;1,71;-0,86;96.614.982,20
BMIN4;16,10;8,70;9,43;0,55;0,19;53,25;33,14;23,18;6,60;8,20;;;2,19;33,59;-0,19;;5,85;2,00;;0,34;0,66;0,09;19,32;14,83;3.553,30;29,17;1,71;-0,67;96.614.982,20
BMKS3;307,20;12,78;9,72;0,69;0,61;29,86;10,27;90,16;85,34;-8,67;-94,01;-0,76;8,77;0,82;-2,51;34,72;7,09;6,24;-1,64;0,88;0,12;0,07;2,77;31,13;16.966,15;445,81;31,59;-0,29;139.699.200,00
BMOB3;14,26;3,67;10,24;1,06;0,84;22,89;7,66;8,23;11,01;6,37;-4,64;-0,45;0,84;1,86;-2,25;3,55;10,39;8,18;5,91;0,79;0,21;0,99;55,72;5,96;3.510.349,45;13,38;1,39;0,14;1.219.063.502,08
BNBR3;99,83;5,98;4,61;0,85;0,14;47,75;48,71;27,28;2,58;2,58;;;1,26;2,55;-0,15;;18,56;3,14;;0,17;0,83;0,11;10,88;24,15;11.906,45;116,80;21,68;-0,87;9.853.195.942,67
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;4,65;0,93;0,07;0,34;8,81;74,34;;4,34;0,52;5,59;4.212.250.617,75
BOBR3;1,00;;3,57;275,96;0,28;41,02;13,83;4,73;1,22;3,26;1,23;277,35;0,17;-15,43;-0,61;0,97;7.721,50;7,91;49,19;0,00;1,00;1,67;6,30;0,76;0,00;0,00;0,28;-0,11;432.562.025,80
BOBR4;2,37;;8,47;654,03;0,67;41,02;13,83;4,73;2,90;3,26;1,23;277,35;0,40;-36,57;-1,45;0,97;7.721,50;7,91;49,19;0,00;1,00;1,67;6,30;0,76;191.731,20;0,00;0,28;-0,26;432.562.025,80
BPAC11;34,07;2,31;11,69;2,32;0,21;32,27;32,29;28,95;10,48;10,50;;;3,38;-0,29;-0,25;0,01;19,85;1,82;;0,09;0,75;0,06;43,90;54,27;228.583.325,80;14,67;2,91;0,46;130.901.291.047,55
BPAC3;15,92;1,65;16,40;3,26;0,30;32,27;32,29;28,95;14,70;10,50;;;4,75;-0,40;-0,36;0,01;19,85;1,82;;0,09;0,75;0,06;43,90;54,27;62.846,20;4,89;0,97;0,65;130.901.291.047,55
BPAC5;8,93;2,93;9,20;1,83;0,17;32,27;32,29;28,95;8,25;10,50;;;2,66;-0,22;-0,20;0,01;19,85;1,82;;0,09;0,75;0,06;43,90;54,27;32.162,50;4,89;0,97;0,36;130.901.291.047,55
BPAN4;7,61;2,83;15,38;1,28;0,15;47,05;5,06;4,42;13,45;13,50;;;0,68;;-0,15;;8,34;0,96;;0,12;0,88;0,22;16,74;25,90;15.487.571,00;5,92;0,49;19,45;9.683.004.786,70
BPAR3;117,42;8,76;3,04;0,55;0,06;57,54;20,06;11,15;1,69;1,69;;;0,34;2,52;-0,06;;17,90;2,01;;0,11;0,89;0,18;13,10;3,56;0,00;215,43;38,56;0,05;1.118.032.025,58
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;16,60;21,18;3,62;0,77;0,77;;;;3,73;3,74;-0,17;-0,03;;27,13;-0,79;5,41;21,33;21,19;20,63;0,99;0,01;0,00;;8,66;1.381.323,50;21,50;4,59;-0,24;6.837.468.838,00
BRAP4;17,79;21,78;3,88;0,83;0,82;;;;4,00;3,74;-0,17;-0,03;;29,06;-0,85;5,41;21,33;21,19;20,63;0,99;0,01;0,00;;8,66;109.200.020,60;21,50;4,59;-0,26;6.837.468.838,00
BRAV3;17,87;2,15;16,06;1,68;0,38;28,65;32,91;5,99;2,92;6,28;3,36;1,93;0,96;7,48;-0,47;1,37;10,45;2,38;15,68;0,23;0,77;0,40;178,26;;97.672.978,55;10,65;1,11;-0,01;8.290.239.226,08
BRBI11;15,27;7,67;8,23;1,89;0,12;100,00;7,68;54,93;58,86;11,25;-47,97;-1,54;4,52;2,12;-18,16;1,06;23,02;1,51;-0,10;0,07;0,93;0,03;-16,03;31,17;4.668.049,15;8,06;1,85;0,25;1.611.684.056,40
BRBI3;0,00;;0,00;0,00;0,00;100,00;7,68;54,93;0,00;11,25;-47,97;-1,54;0,00;0,00;0,00;1,06;23,02;1,51;-0,10;0,07;0,93;0,03;-16,03;31,17;;2,69;0,62;0,00;1.611.684.056,40
BRBI4;0,00;;0,00;0,00;0,00;100,00;7,68;54,93;0,00;11,25;-47,97;-1,54;0,00;0,00;0,00;1,06;23,02;1,51;-0,10;0,07;0,93;0,03;-16,03;31,17;;2,69;0,62;0,00;1.611.684.056,40
BRFS3;23,59;;12,15;2,40;0,66;24,99;10,12;5,61;6,74;8,21;1,48;0,53;0,68;4,54;-1,24;1,45;19,77;5,40;14,00;0,27;0,71;0,96;12,17;;201.768.258,65;9,82;1,94;-0,06;39.672.719.140,68
BRGE11;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;9.295,00;25,56;0,40;-0,51;974.940.393,52
BRGE12;13,47;;33,84;0,53;0,33;-4.115,33;-798,17;824,67;-34,96;21,81;56,17;-0,85;279,05;0,87;-0,77;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;8.735,50;25,56;0,40;-0,52;974.940.393,52
BRGE3;13,50;;33,91;0,53;0,33;-4.115,33;-798,17;824,67;-35,04;21,81;56,17;-0,85;279,67;0,87;-0,77;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;39.834,14;25,56;0,40;-0,52;974.940.393,52
BRGE5;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;1.960,25;25,56;0,40;-0,51;974.940.393,52
BRGE6;12,92;;32,46;0,51;0,32;-4.115,33;-798,17;824,67;-33,53;21,81;56,17;-0,85;267,65;0,83;-0,74;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;5.375,50;25,56;0,40;-0,50;974.940.393,52
BRGE7;13,07;;32,83;0,51;0,32;-4.115,33;-798,17;824,67;-33,92;21,81;56,17;-0,85;270,76;0,84;-0,74;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;6.535,00;25,56;0,40;-0,50;974.940.393,52
BRGE8;13,17;;33,08;0,52;0,32;-4.115,33;-798,17;824,67;-34,18;21,81;56,17;-0,85;272,83;0,85;-0,75;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;5.268,00;25,56;0,40;-0,51;974.940.393,52
BRIT3;3,25;2,68;12,59;0,94;0,36;42,40;14,96;8,46;7,12;12,15;5,03;0,66;1,06;3,60;-0,50;1,54;7,44;2,86;5,76;0,38;0,62;0,34;41,71;35,66;819.161,50;3,47;0,26;-1,06;1.459.558.477,00
BRIV3;12,86;;388,74;0,67;0,04;12,70;-0,94;0,09;-37,40;-37,03;;;0,35;2,19;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;32.430,73;19,32;0,03;-3,98;1.128.165.604,64
BRIV4;12,54;2,61;379,07;0,65;0,04;12,70;-0,94;0,09;-36,47;-37,03;;;0,34;2,14;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;124.732,29;19,32;0,03;-3,89;1.128.165.604,64
BRKM3;15,00;;-1,55;-478,32;0,13;7,82;-0,28;-10,32;-57,86;-205,52;-147,17;;0,16;1,59;-0,20;1,28;-30.940,76;-8,35;-8,14;0,00;1,02;0,81;4,00;;308.763,45;-0,03;-9,70;-0,02;12.058.002.892,70
BRKM5;14,75;;-1,52;-470,67;0,13;7,82;-0,28;-10,32;-56,93;-205,52;-147,17;;0,16;1,57;-0,20;1,28;-30.940,76;-8,35;-8,14;0,00;1,02;0,81;4,00;;47.434.959,40;-0,03;-9,70;-0,02;12.058.002.892,70
BRKM6;11,03;;-1,14;-351,73;0,09;7,82;-0,28;-10,32;-42,55;-205,52;-147,17;;0,12;1,17;-0,15;1,28;-30.940,76;-8,35;-8,14;0,00;1,02;0,81;4,00;;1.049,85;-0,03;-9,70;-0,02;12.058.002.892,70
BRML3;8,26;;2,60;0,52;0,34;89,29;246,33;167,01;1,76;2,00;0,24;0,07;4,34;-39,09;-0,37;0,89;19,94;13,16;18,86;0,66;0,33;0,08;5,40;20,78;;15,95;3,18;0,01;6.770.891.280,44
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-29,10;0,72;0,28;0,06;-7,12;;;2.447,95;-233,75;0,01;60.919.545,44
BRQB3;0,00;;0,00;0,00;0,00;35,98;16,31;11,33;0,00;-1,56;-1,56;-0,64;0,00;0,00;0,00;2,64;28,50;17,47;26,56;0,61;0,38;1,54;12,98;23,39;;1,76;0,50;0,00;0,00
